,id,text,train_id,is_delay,delay_minor,delay_med,delay_major,delay_catastrophic,is_backlog,is_canceled,is_passing,is_accident,is_medical,is_mechanical,is_customer,is_event
181,651802509825175553,#NB135 thru #NB155 will board on the southbound platforms at SMT and BUR due to Bridge project. #Caltrain,155,0,0,0,0,0,0,0,0,0,0,0,0,0
182,651614812112220160,"Two trains remain delayed as a result of the earlier trespasser incident. #SB190 is 40"" late and #NB193 is 28"" late #Caltrain",190,1,0,0,0,1,1,0,0,0,0,0,1,0
183,651614812112220160,"Two trains remain delayed as a result of the earlier trespasser incident. #SB190 is 40"" late and #NB193 is 28"" late #Caltrain",193,1,0,0,1,0,1,0,0,0,0,0,1,0
184,651607663621464064,Both tracks reopened. Trains operating in both directions. As of SB192 and SB195 we will resume normal sched.,192,0,0,0,0,0,0,0,0,0,0,0,0,0
185,651607663621464064,Both tracks reopened. Trains operating in both directions. As of SB192 and SB195 we will resume normal sched.,195,0,0,0,0,0,0,0,0,0,0,0,0,0
186,651604113449324544,NB191 still another 15 minutes out from Millbrae.,191,1,0,1,0,0,0,0,0,0,0,0,0,0
187,651600289020051456,#NB191 will be next Northbound train       through Buingame in about 15 minutes.,191,1,0,1,0,0,0,0,0,0,0,0,0,0
188,651596965776486406,#NB190 will come in on the Southbound track. Please board on the SB platform,190,0,0,0,0,0,0,0,0,0,0,0,0,0
189,651595035083849728,Passengers at Burlingame and San Mateo will board on the Northbound platform. #SB284,284,0,0,0,0,0,0,0,0,0,0,0,0,0
190,651593856228560896,#NB287 and #289 will be the first northbound trains through the affected area.,287,0,0,0,0,0,0,0,0,0,0,0,0,0
191,651592925302820865,We are cleared to operate on the northbound track. Single tracking will begin after #SB284 is moved.,284,1,0,0,0,0,0,0,0,0,0,0,0,0
192,651592734721990656,#SB284 is moving to Burlingame. 190 will pick up its passengers.,284,0,0,0,0,0,0,0,0,0,0,0,0,0
193,651586788620808192,"SB284 terminated, SB288 terminated @ MIL, NB287 10"" late, NB385 stopped @ Burlingame #Caltrain",284,1,0,0,0,0,0,0,0,0,0,0,0,0
194,651586788620808192,"SB284 terminated, SB288 terminated @ MIL, NB287 10"" late, NB385 stopped @ Burlingame #Caltrain",288,1,0,0,0,0,0,0,0,0,0,0,0,0
195,651586788620808192,"SB284 terminated, SB288 terminated @ MIL, NB287 10"" late, NB385 stopped @ Burlingame #Caltrain",287,1,0,0,0,0,0,0,0,0,0,0,0,0
196,651586788620808192,"SB284 terminated, SB288 terminated @ MIL, NB287 10"" late, NB385 stopped @ Burlingame #Caltrain",385,1,0,0,0,0,0,0,0,0,0,0,0,0
197,651586095717617665,Scene will not be cleared until coroner arrives. We have confirmed it is a fatality. #SB284,284,1,0,0,0,1,0,0,0,1,0,0,0,0
198,651579941780193281,#SB284 has been involved in a trespasser incident near the Broadway station in Burlingame. Trains in both directions will hold.,284,1,0,0,0,1,0,0,0,1,0,0,0,0
199,651562206006382593,"RT @scalawag: Also Gallery 5-car now ""@Caltrain_News: #NB273 departed PA -11 mins late due to late departure from SJ (mechanical issues/swa…",273,1,0,1,0,0,0,0,0,0,0,1,0,0
200,651557191837618176,#NB273 departed PA -11 mins late due to late departure from SJ (mechanical issues/swap). #Caltrain,273,1,0,1,0,0,0,0,0,0,0,1,0,0
201,651555054609018880,#NB273 got out of SJ about 9 mins late. #Caltrain,273,1,1,0,0,0,0,0,0,0,0,0,0,0
202,651546661106286594,#SB360 departed PA standing room only. #Caltrain,360,0,0,0,0,0,0,0,0,0,0,0,0,0
203,651441034711330816,#NB233 is 12 mins late @ BUR due to single tracking. #Caltrain,233,1,0,1,0,0,0,0,0,0,0,0,0,0
204,649750101221490688,#SB272/370 just departed San Carlos. #Caltrain,272,0,0,0,0,0,0,0,0,0,0,0,0,0
205,649748332068233217,#SB272/370 is on time by 272 schedule. Due at San Carlos in 4 mins. #Caltrain,272,1,1,0,0,0,0,0,0,0,0,0,0,0
206,649747930870484992,#NB375 departed SJ 23 mins late due to late turn and equipment issues. #Caltrain,375,1,0,0,1,0,0,0,0,0,0,1,0,0
207,649745568105787392,#SB274 will depart roughly 25 – 30 minutes late due to a late turn from 261. #Caltrain,274,1,0,0,1,0,0,0,0,0,0,0,0,0
208,649744506707775489,#NB277 is departing ahead of 375 at SJ due to an equipment issue.  #NB375 will depart SJ late on Track 4. #Caltrain,277,1,0,0,0,0,0,0,1,0,0,1,0,0
209,649744506707775489,#NB277 is departing ahead of 375 at SJ due to an equipment issue.  #NB375 will depart SJ late on Track 4. #Caltrain,375,1,0,0,0,0,0,0,1,0,0,1,0,0
210,649737154260692992,#SB272 &amp; 370 will be a combo due to 159's crew being taken out of service. #Caltrain,272,0,0,0,0,0,0,0,0,0,0,0,0,0
211,649735197408129024,#NB159 crew is air testing equip &amp; waiting for the 'go.' #Caltrain,159,0,0,0,0,0,0,0,0,0,0,0,0,0
212,649734646515658753,#SB360 will be released first followed by Northbound 261 &amp; 263. 261 will accommodate the passengers from the incident train 159. #Caltrain,360,1,0,0,0,0,0,0,0,0,0,0,0,0
213,649730884631789569,"#NB159 will move to station shortly. No damage to crossing gate, vehicle has fled scene. #Caltrain",159,1,0,0,0,0,0,0,0,1,0,0,0,0
214,649729608636469249,"#SB360 is holding at MIL.   
#SB262 is holding at SBR.
#Caltrain",360,1,0,0,0,0,1,0,0,0,0,0,0,0
215,649729608636469249,"#SB360 is holding at MIL.   
#SB262 is holding at SBR.
#Caltrain",360,1,0,0,0,0,1,0,0,0,0,0,0,0
216,649729608636469249,"#SB360 is holding at MIL.   
#SB262 is holding at SBR.
#Caltrain",262,1,0,0,0,0,1,0,0,0,0,0,0,0
217,649729608636469249,"#SB360 is holding at MIL.   
#SB262 is holding at SBR.
#Caltrain",262,1,0,0,0,0,1,0,0,0,0,0,0,0
218,649729608636469249,"#SB360 is holding at MIL.   
#SB262 is holding at SBR.
#Caltrain",360,1,0,0,0,0,1,0,0,0,0,0,0,0
219,649729608636469249,"#SB360 is holding at MIL.   
#SB262 is holding at SBR.
#Caltrain",360,1,0,0,0,0,1,0,0,0,0,0,0,0
220,649729608636469249,"#SB360 is holding at MIL.   
#SB262 is holding at SBR.
#Caltrain",262,1,0,0,0,0,1,0,0,0,0,0,0,0
221,649729608636469249,"#SB360 is holding at MIL.   
#SB262 is holding at SBR.
#Caltrain",262,1,0,0,0,0,1,0,0,0,0,0,0,0
222,649726981399965696,"#NB159 reported striking a vehicle at Broadway Avenue in Burlingame. Expect delays, seek alternate transit. #Caltrain",159,1,0,0,0,0,0,0,0,1,0,0,0,0
223,649679868867710976,#NB147 is delayed 10 minutes into BUR due to door issues. #Caltrain,147,1,1,0,0,0,0,0,0,0,0,1,0,0
224,649666491281870848,#NB143 delayed 11 minutes @ MIL. #Caltrain,143,1,0,1,0,0,0,0,0,0,0,0,0,0
225,649633839543791616,#NB237 and Baseball Special S01 will board on the southbound platform at SBR due to PTC Project. #Caltrain,237,0,0,0,0,0,0,0,0,0,0,0,0,0
226,649630493890121729,#NB233 is 10 mins late due to heavy crowds. #Caltrain,233,1,1,0,0,0,0,0,0,0,0,0,1,0
227,649625550919626752,#NB233 thru 155 will board on the southbound platforms at SMT and BUR due to Bridge project. #Caltrain,233,0,0,0,0,0,0,0,0,0,0,0,0,0
228,649614113706905600,#NB323 departed MIL 16 mins late due to medical incident. #Caltrain,323,1,0,1,0,0,0,0,0,0,1,0,0,0
229,649341147899404288,#SB156 will board @ BAY on the NB platform due to ballast relocation project.  #Caltrain,156,0,0,0,0,0,0,0,0,0,0,0,0,0
230,649314150598881280,#SB146 is 12 mins late out of Belmont. #Caltrain,146,1,0,1,0,0,0,0,0,0,0,0,0,0
231,649269064154660864,#NB135 is delayed 10 minutes at RWC. #Caltrain,135,1,1,0,0,0,0,0,0,0,0,0,0,0
232,649265974940684288,#NB233 is 10 mins late arriving BUR. #Caltrain,233,1,1,0,0,0,0,0,0,0,0,0,0,0
233,649038360854421504,#SB376 -10 mins late departing SJ. #Caltrain,376,1,1,0,0,0,0,0,0,0,0,0,0,0
234,649036507177619456,#NB277 -12 mins late departing MIL due to Giants game and following delayed train. #Caltrain,277,1,0,1,0,0,0,0,0,0,0,0,0,1
235,649035931572285440,"#NB375 -18 mins late departing MIL due to passenger injury, heavy ridership. #Caltrain",375,1,0,1,0,0,0,0,0,0,1,0,1,0
236,649009468013842432,#NB365 reported standing room only departing PA. #SFGiants #Caltrain,365,0,0,0,0,0,0,0,0,0,0,0,0,0
237,648546745631137792,#NB135 is currently -12” approaching HIL due to heavy ridership. #Caltrain,135,1,0,1,0,0,0,0,0,0,0,0,1,0
238,647650819240624129,Executive Director issues apology following tonight's incident.  http://t.co/Z3AhhlQKn4  #Caltrain #Apology #NB371,371,0,0,0,0,0,0,0,0,0,0,0,0,0
239,647610922622578690,#NB193 departed SJ -43 mis late. All trains sticking to scheduled stops now. #Caltrain,193,1,0,0,0,1,0,0,0,0,0,0,0,0
240,647605423852253184,#NB283 will stop at Broadway to collect remaining passengers. #Caltrain,283,0,0,0,0,0,0,0,0,0,0,0,0,0
241,647605335100755968,#SB274 will stop at Broadway for Southbound passengers. #Caltrain,274,0,0,0,0,0,0,0,0,0,0,0,0,0
242,647604719343415297,#SB274 will head South through Broadway shortly. #Caltrain,274,0,0,0,0,0,0,0,0,0,0,0,0,0
243,647599045595103232,"191 will be annulled. 193 will be the SB269. Will head to Tamien, then back North as 193. #Caltrain",269,0,0,0,0,0,0,0,0,0,0,0,0,0
244,647571383325581312,#NB317 struck a vehicle on the tracks at Broadway Ave in #Burlingame. Crews are responding to the scene.  #Caltrain,317,1,0,0,0,0,0,0,0,1,0,0,0,0
245,647570375048495104,#NB371 has struck a vehicle on the tracks. Expect delays. #Caltrain,371,1,0,0,0,0,0,0,0,1,0,0,0,0
246,647554606940028932,#NB261 departed RWC standing room only. #Caltrain,261,0,0,0,0,0,0,0,0,0,0,0,0,0
247,647523107528249344,#NB151 departed MIL -10 mins late. #Caltrain,151,1,1,0,0,0,0,0,0,0,0,0,0,0
248,647454046240923648,#NB135 thru 155 will board on the southbound platforms at San Mateo &amp; Burlingame due to Bridge project. #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
249,647447295722582017,#NB231 is 20 mins late due to earlier trespasser incident. #Caltrain,231,1,0,1,0,0,0,0,0,0,0,0,1,0
250,647439467356098560,#NB231 and #SB322 are holding at the request of Palo Alto be due to a possible person on the tracks.,231,1,0,0,0,0,0,0,0,0,0,0,1,0
251,647439467356098560,#NB231 and #SB322 are holding at the request of Palo Alto be due to a possible person on the tracks.,322,1,0,0,0,0,0,0,0,0,0,0,1,0
252,647438131247976448,#NB231 is holding at San Antonio due to police activity near Cal Ave. #Caltrain,231,1,1,0,0,0,0,0,0,1,0,0,0,0
253,647151976166199297,#SB150 is 10 mins late out of San Mateo because someone released the emergency stop valve. #Caltrain,150,1,1,0,0,0,0,0,0,0,0,0,1,0
254,647142329044746240,#SB146 is 10 mins late out of Menlo Park. #Caltrain,146,1,1,0,0,0,0,0,0,0,0,0,0,0
255,647089377999360000,#NB135 thru 155 will board on the southbound platforms at SMT and BUR due to Bridge project. #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
256,646814248224428032,#NB155 -10 mins late out of Burlingame. #Caltrain,155,1,1,0,0,0,0,0,0,0,0,0,0,0
257,646720075999784960,#NB135 will hold at Diridon until 231/33 combo departs (track 3). #Caltrain,135,1,0,0,0,0,1,0,1,0,0,0,0,0
258,646719505939324929,"#NB231/233 to depart Diridon in approx 10 mins, on track 3. #NB135 will hold at Diridon. #Caltrain",231,1,0,0,0,0,1,0,1,0,0,0,0,0
259,646719505939324929,"#NB231/233 to depart Diridon in approx 10 mins, on track 3. #NB135 will hold at Diridon. #Caltrain",135,1,0,0,0,0,1,0,1,0,0,0,0,0
260,646718962944765952,#NB135 departing Diridon from track 4. #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
261,646717161247936513,#SB324 is Currently –15 mins late out of HIL. #Caltrain,324,1,0,1,0,0,0,0,0,0,0,0,0,0
262,646701048371896320,Main Track 1 has been released for single-tracking. Person was removed by EMS. #NB221 should start rolling shortly. #Caltrain,221,1,0,0,0,0,0,0,0,0,1,0,0,0
263,646697123044392960,#SB210 was involved in a pedestrian incident at San Antonio. Details to come. Expect delays. #Caltrain,210,1,0,0,0,0,0,0,0,1,1,0,0,0
264,646504270095740928,#NB277 is released to San Mateo Station. 381 will continue on schedule to support SB effort. #Caltrain,277,0,0,0,0,0,0,0,0,0,0,0,0,0
265,646502211992727552,#NB381 to roll North first. #NB277 still stuck but will move to San Mateo as  soon as cleared. #Caltrain,381,1,0,0,0,0,1,0,1,0,0,0,0,0
266,646502211992727552,#NB381 to roll North first. #NB277 still stuck but will move to San Mateo as  soon as cleared. #Caltrain,277,1,0,0,0,0,1,0,1,0,0,0,0,0
267,646499528535769088,RT @GrowsBiz: .@Caltrain_News Drive safely people! Taken from SB278 http://t.co/ZPQQbAuBhD,278,0,0,0,0,0,0,0,0,0,0,0,0,0
268,646497968380473344,"#NB277 at 4th Ave in #SanMateo, occupant unharmed. All trains holding in area. 381, 282, 380 holding nearby. #Caltrain",277,1,0,0,0,0,0,0,0,1,0,0,0,0
269,646496306802786304,#NB277 reported a vehicle strike at 4th AVE. milepost 18. Transit PD en route. Expect delays. #Caltrain,277,1,0,0,0,0,0,0,0,1,0,0,0,0
270,646472653994242048,RT @BikesOnCaltrain: #NB267 will have 5 car Gallery set instead of 6 car Bombardier set. #Caltrain,267,0,0,0,0,0,0,0,0,0,0,0,0,0
271,646471677446979585,#NB267 -11 mins late departing SJ due to mechanical trouble with the engine. #Caltrain,267,1,0,1,0,0,0,0,0,0,0,1,0,0
272,646371800163586048,#NB135 is 15 mins late into SCarlos. #Caltrain,135,1,0,1,0,0,0,0,0,0,0,0,0,0
273,646366677085515776,#NB233 thru 155 will board on the southbound platform at SMT and BUR until 3:25 due to Bridge project.  #Caltrain,233,0,0,0,0,0,0,0,0,0,0,0,0,0
274,646355193852878848,#SB322 is departing MV 12 mins late. #Caltrain,322,1,0,1,0,0,0,0,0,0,0,0,0,0
275,646135974179663872,#SB268 -10 mins late due to heat restriction. #Caltrain,268,1,1,0,0,0,0,0,0,0,0,1,0,0
276,644521218570219520,#NB319 14 minutes late out of PA. Will overtake 217 just south of Redwood City. #mechanical issues,319,1,0,1,0,0,0,0,1,0,0,1,0,0
277,644326239835033600,#NB283 -10 mins late @ RWC due to special event. #Caltrain,283,1,1,0,0,0,0,0,0,0,0,0,0,1
278,644305366927302656,RT @BikesOnCaltrain: #NB273 will have a 5 car Gallery set instead of a 6 car Bombardier set. #Caltrain,273,0,0,0,0,0,0,0,0,0,0,0,0,0
279,644195025950146560,#NB135 thru 155 will board on the southbound platform at SMT and BUR due to SMT Bridge project. #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
280,643955679384866816,#NB279 reported at capacity for bikes departing PA. #Caltrain @BikesOnCaltrain,279,0,0,0,0,0,0,0,0,0,0,0,0,0
281,643948021462335489,#NB269 -10 mins late due to special event. #Caltrain,269,1,1,0,0,0,0,0,0,0,0,0,0,1
282,643886554000179200,#NB147 is 12 mins late. #Caltrain,147,1,0,1,0,0,0,0,0,0,0,0,0,0
283,643507221503078400,#NB143 is still holding at San Carlos as police deal with a situation at Belmont. Now 35 mins late. #Caltrain,143,1,0,0,1,0,0,0,0,1,0,0,0,0
284,643501937950896128,#NB143 is holding at San Carlos due to police action at Belmont. #Caltrain,143,1,0,0,1,0,0,0,0,0,0,0,0,0
285,643305909226106880,#NB449 will be pushed out of the way and taken in for repairs.  Tracks are open for regular svc. No impacts to AM commute.,449,1,0,0,0,0,0,0,0,1,0,1,0,0
286,643299632093630464,Northbound passengers boarding at Palo Alto and Cal. Ave. will board using the Southbound platform. #NB449,449,0,0,0,0,0,0,0,0,0,0,0,0,0
287,643299247815700480,Spare train is now on scene for transfer of passengers from #NB449.  Will then continue north making all regular stops once trnsfr complete.,449,0,0,0,0,0,0,0,0,0,0,0,0,0
288,643294645502394368,.@SFBART has been contacted regarding delayed passengers.  Request has been made to hold the last train of the night if possible. #NB449,449,0,0,0,0,0,0,0,0,0,0,0,0,0
289,643293381326565376,Rescue train is en route to remove passengers from #NB449.,449,0,0,0,0,0,0,0,0,0,0,0,0,0
290,643287573775843328,#NB449 is currently 30 minutes late.  It is still holding while emergency responders determine if the train can be moved.,449,1,0,0,1,0,0,0,0,1,0,0,0,0
291,643286827030347776,Trains have been cleared to operate on the Southbound track around the incident scene.  #NB449,449,0,0,0,0,0,0,0,0,0,0,0,0,0
292,643283350073946112,#NB449 struck an unoccupied vehicle just South of E. Meadow Dr. Please expect delays.,449,1,0,0,0,0,0,0,0,1,0,0,0,0
293,642467205163163648,#SB150 – 10 min late @ Cal Ave due to Quint St. slow order. #Caltrain,150,1,1,0,0,0,0,0,0,0,0,0,0,0
294,642382852928237568,"#NB135 thru 155 to board on the southbound platforms at SMT &amp; BUR due to Bridge project.  

Board on the NB platform @ #SanBruno until 3:30.",135,0,0,0,0,0,0,0,0,0,0,0,0,0
295,642144695741583360,#NB269 -14 mins late due to earlier mechanical trouble. #Caltrain,269,1,0,1,0,0,0,0,0,0,0,1,0,0
296,642104283597553664,"#SB254 -14 mins late at RWC
#NB155 -10 mins late at SBR
#Caltrain",254,1,0,1,0,0,1,0,0,0,0,0,0,0
297,642104283597553664,"#SB254 -14 mins late at RWC
#NB155 -10 mins late at SBR
#Caltrain",155,1,1,0,0,0,1,0,0,0,0,0,0,0
298,642096460742438913,"#SB254 -10 mins delayed due to slow order, late departure. #Caltrain",254,1,1,0,0,0,0,0,0,0,0,0,0,1
299,642086787171659777,#SB150 -10 mins delayed due to slow order. #Caltrain,150,1,1,0,0,0,0,0,0,0,0,0,0,0
300,642007725501743104,#NB227 is currently -10 mins late approaching MIL. #Caltrain,227,1,1,0,0,0,0,0,0,0,0,0,0,0
301,641981977378209792,NB221 passengers currently on combo train out of Gilroy will transfer to NB231 at Diridon.,221,0,0,0,0,0,0,0,0,0,0,0,0,0
302,641981977378209792,NB221 passengers currently on combo train out of Gilroy will transfer to NB231 at Diridon.,231,0,0,0,0,0,0,0,0,0,0,0,0,0
303,641981763590336513,Replacement equipment found. NB 221 no longer combo. Departed Tamien on time.,221,0,0,0,0,0,0,0,0,0,0,0,0,0
304,641975734794256384,NB 221 cancelled. NB 227 will run as a combo 221/227 out of Gilroy. #mechanicaldelays,221,1,0,0,0,0,0,1,0,0,0,0,0,0
305,641975734794256384,NB 221 cancelled. NB 227 will run as a combo 221/227 out of Gilroy. #mechanicaldelays,227,1,0,0,0,0,0,1,0,0,0,0,0,0
306,641970951039533056,NB221 experiencing mechanical difficulties. Currently 15 minute delay.,221,1,0,1,0,0,0,0,0,0,0,1,0,0
307,641791390314184704,"CORRECTION: #SB287 is holding near LAW, will creep up to make visual on the truck. #Caltrain",287,1,0,0,0,0,1,0,0,1,0,0,0,0
308,641790961329115136,#SB282 is holding near LAW due to truck on trax. Trains will start stacking behind it. #Caltrain,282,1,0,0,0,0,1,0,0,1,0,0,0,0
309,641636258867900416,#NB135 thru 155 will board on the southbound platforms at SMT and BUR due to SMT Bridge project. #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
310,641425591816720384,"#NB279 is -11 late at RWC due to Level 1 Heat Restriction, heavy ridership. #Caltrain",279,1,0,1,0,0,0,0,0,0,0,1,1,0
311,641425591816720384,"#NB279 is -11 late at RWC due to Level 1 Heat Restriction, heavy ridership. #Caltrain",279,1,0,1,0,0,0,0,0,0,0,1,1,0
312,641425591816720384,"#NB279 is -11 late at RWC due to Level 1 Heat Restriction, heavy ridership. #Caltrain",279,1,0,1,0,0,0,0,0,0,0,1,1,0
313,641425591816720384,"#NB279 is -11 late at RWC due to Level 1 Heat Restriction, heavy ridership. #Caltrain",279,1,0,1,0,0,0,0,0,0,0,1,1,0
314,641409085108187136,#NB366 -10 mins late at SUN due to following delayed 262 (Heat Restriction). #Caltrain,366,1,1,0,0,0,1,0,0,0,0,0,0,0
315,641404287445135360,#SB262 is 10 mins late out of PA due to heat restriction. #Caltrain,262,1,1,0,0,0,0,0,0,0,0,1,0,0
316,641393298557530112,#NB371 will depart with a 5 car Gallery instead of a 6 car Bombardier due to mechanical issues on original equipment. #Caltrain,371,0,0,0,0,0,0,0,0,0,0,0,0,0
317,641361794049507329,#SB150 is 10 mins late at MVW due to PTC single tracking. #Caltrain,150,1,1,0,0,0,0,0,0,0,0,0,0,0
318,641331991644905472,#SB142 is 10 mins late out of San Antonio. #Caltrain,142,1,1,0,0,0,0,0,0,0,0,0,0,0
319,641296442917822464,#NB233 is delayed 10 mins out of MIL. #Caltrain,233,1,1,0,0,0,0,0,0,0,0,0,0,0
320,641287136520572928,#NB135 thru 155 will board on the southbound platforms at SMT and BUR due to San Mateo Bridge project. #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
321,639931803151699968,#SB152 is 17mins late @ LAW. #Caltrain,152,1,0,1,0,0,0,0,0,0,0,0,0,0
322,639928147601813504,Rider RT: #SB152  https://t.co/TlzDJWIToY,152,0,0,0,0,0,0,0,0,0,0,0,0,0
323,639621436919803904,#SB278 -11 mins late due to special event. #Caltrain,278,1,0,1,0,0,0,0,0,0,0,0,0,1
324,639290251022696448,"Single tracking will begin with #NB197.  All trains will board on the southbound track at Sunnyvale, LAW &amp; Santa Clara tonight. #Caltrain",197,0,0,0,0,0,0,0,0,0,0,0,0,0
325,639206023199256577,#NB257 is -19 mins late en route to RWC due to late departure. #Caltrain,257,1,0,1,0,0,0,0,0,0,0,0,0,0
326,639204798902878208,#SB152 -10 mins late at SUN due to single tracking @ SBR. #Caltrain,152,1,1,0,0,0,0,0,0,0,0,0,0,0
327,639194900706136064,#NB257 departed TAM -17 mins late. #Caltrain,257,1,0,1,0,0,0,0,0,0,0,0,0,0
328,639192214967443456,#NB257 is having mechanical issues at TAM. Currently 10 mins late &amp; counting. #Caltrain,257,1,1,0,0,0,0,0,0,0,0,1,0,0
329,639185687137267713,#SB150 is -10” at PA due to single tracking. #Caltrain,150,1,1,0,0,0,0,0,0,0,0,0,0,0
330,639160750322413568,#SB142 is 10 mins late out of LAW. #Caltrain,142,1,0,0,0,0,0,0,0,0,0,0,0,0
331,639157859469664260,#NB143 will board on southbound platform at BAY. #Caltrain,143,0,0,0,0,0,0,0,0,0,0,0,0,0
332,639136865837150208,#SB138 is 10 mins delayed out of San Carlos. #Caltrain,138,1,1,0,0,0,0,0,0,0,0,0,0,0
333,639085392231206913,#NB313 is on the move after police activity to remove a passenger. 15 mins delayed.  #Caltrain,313,1,0,1,0,0,0,0,0,0,0,0,1,0
334,639083784957132800,There is a medical response happening on #NB313 according to several passengers. #Caltrain,313,1,0,1,0,0,0,0,0,0,1,0,0,0
335,638835460958085120,"#SB152 is -10” out of San Carlos due to Quint St slow order, single tracking. #Caltrain",152,1,1,0,0,0,0,0,0,0,0,0,0,0
336,638821151578288131,#NB155 will have a 6 car Bombardier set instead of a 5 car Gallery set due to mechanical issue. #Caltrain,155,0,0,0,0,0,0,0,0,0,0,0,0,0
337,638820771599527936,#NB155 will be departing off depot track 6 in SJ. #Caltrain,155,0,0,0,0,0,0,0,0,0,0,0,0,0
338,638508371084120064,#NB269 is at capacity for bikes and standing room only en route to RWC. #Caltrain,269,0,0,0,0,0,0,0,0,0,0,0,0,0
339,638419437960347648,#NB139 is 10 mins delayed at #SanBruno. #Caltrain,139,1,1,0,0,0,0,0,0,0,0,0,0,0
340,638412521611915264,#SB138 is 10 mins delayed at RWC. #Caltrain,138,1,1,0,0,0,0,0,0,0,0,0,0,0
341,637433404426813440,#SB268 -10 mins late due to slow order and special event. #Caltrain,268,1,1,0,0,0,0,0,0,0,0,0,0,1
342,637392854621417472,#SB152 -11 mins late departing PA. #Caltrain,152,1,0,1,0,0,0,0,0,0,0,0,0,0
343,637347367222546437,#NB135 thru 155 will board on the southbound platforms at #SanMateo &amp; #Burlingame due to SM Bridge project.  #Caltrain,135,0,0,0,0,0,0,0,0,0,0,0,0,0
344,637347183696605184,#SB142 is 10 mins delayed. #Caltrain,142,1,1,0,0,0,0,0,0,0,0,0,0,0
345,637071196152991744,#SB268 is -10 mins late at LAW. #Caltrain,268,1,1,0,0,0,0,0,0,0,0,0,0,0
346,637055166420619264,#SB360 is -10 mins late at SUN due to heavy ridership. #Caltrain,360,1,1,0,0,0,0,0,0,0,0,0,1,0
347,637031918580531200,"#SB150 is 23 mins delayed due to ""unruly passenger."" #Caltrain",150,1,0,0,1,0,0,0,0,0,0,0,1,0
348,637031829749563392,#SB150 is on the move out of PA after passenger removed by PD. #Caltrain,150,1,0,0,0,0,0,0,0,0,0,0,1,0
349,637027899531505664,#SB152 is holding at PA for the removal of a passenger. It is currently 15 mins delayed. #Caltrain,152,1,0,1,0,0,1,0,0,0,0,0,1,0
350,637011232415985664,#SB150 is -14 mins late at PA due to single tracking. #Caltrain,150,1,0,1,0,0,0,0,0,0,0,0,0,0
351,637007802515394560,#SB150 is -11 mins late at HIL due to single tracking. #Caltrain,150,1,0,1,0,0,0,0,0,0,0,0,0,0
352,636989831038398468,"#SB142 is stalled at Santa Clara, rescue locomotive hooking up now. Currently 20 mins delayed. #Caltrain",142,1,0,0,1,0,0,0,0,0,0,0,0,0
353,636982691678822400,#NB143 is 15 mins delayed due to San Mateo bridge proj. #Caltrain,143,1,0,1,0,0,0,0,0,0,0,0,0,0
354,636956401810542592,#NB135 is 14 mins delayed due to heavy ridership. #CaLtrain,135,1,0,1,0,0,0,0,0,0,0,0,1,0
355,636926694423597056,#NB225 is 11 mins delayed out if HIL. #Caltrain,225,1,0,1,0,0,0,0,0,0,0,0,0,0
356,636708521942188032,#SB268 is -11 mins late at SUN. #Caltrain,268,1,0,1,0,0,0,0,0,0,0,0,0,0
357,636702174760734721,#NB269 departed San Carlos standing room only. Expect heavy NB traffic ahead of #SFGiants game. #Caltrain,269,0,0,0,0,0,0,0,0,0,0,0,0,0
358,636664734532550657,#NB155 is -10 mins late at San Mateo. #Caltrain,155,1,1,0,0,0,0,0,0,0,0,0,0,0
359,636659101250928640,"#SB254 is -10 mins late into SBR due to Quint St slow order, single tracking at 22nd. #Caltrain",254,1,1,0,0,0,0,0,0,0,0,0,0,0
360,636322970080645120,#SB156 is -15 mins delayed at MV. #Caltrain,156,1,0,1,0,0,0,0,0,0,0,0,0,0
361,636310210655580161,#SB156 is -11 mins delayed at BUR. #Caltrain,156,1,0,1,0,0,0,0,0,0,0,0,0,0
362,636303354528817152,"#SB254 is -10 mins late out of  San Carlos due to single tracking (SF Bridge project/Met 151), Quint St slow order. #Caltrain",254,1,1,0,0,0,0,0,0,0,0,0,0,0
363,636260759182245888,#NB143 is 16 mins delayed at San Bruno. #Caltrain,143,1,0,1,0,0,0,0,0,0,0,0,0,0
364,636230676694503424,#NB135 is 13 mins delayed at San Bruno. #Caltrain,135,1,0,1,0,0,0,0,0,0,0,0,0,0
365,635993302165159936,#SB268 is 22 mins late out of Tamien. #Caltrain,268,1,0,0,1,0,0,0,0,0,0,0,0,0
366,635985154977038337,#SB370 -11 mins late out of MV due to bikes and following delayed train. #Caltrain,370,1,0,1,0,0,1,0,0,0,0,0,1,0
367,635982638000373760,"#SB268 -12 mins late due to bikes, luggage, slow order. #Caltrain",268,1,0,1,0,0,0,0,0,0,0,0,0,0
368,635941558320128005,#SB254 -11 mins delayed departing HIL due to single tracking. #Caltrain,254,1,0,1,0,0,0,0,0,0,0,0,0,0
369,635935023460298752,#NB257 has been terminated at Tamien. 159 is the next NB. #Caltrain,257,1,0,0,0,0,0,1,0,0,0,0,0,0
